conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,عالم احياء دقيقة / عالمة أحياء دقيقة,released,,"اخْصَائِيُّو الماِيكروبيولوجيا يقومون بدراسة وبحث أشكال الحياة والخصائص وعمليات الأحياء الدقيقة. وهم يدرسون الأحياء الدقيقة مثل البكتيريا، والكائنات وحيدة الخلية أو الأوليات والفطر، إلخ... من أجل تشخيص ومحاربة آثار هذه الكائنات الدقيقة على الحيوانات، والبيئة وصناعة المواد الغذائية أو صناعة الرعاية الصحية.
    ",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,عالم أحياء / عالمة أحياء
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,لغوي / لغوية,released,,يدرس اللغويون اللغات علميًا. فهم يُتقنون اللغات ويمكنهم تفسيرها من حيث خصائصها النحوية والدلالية واللفظية. وهم يبحثون في تطور اللغة وطريقة استخدامها من قِبَل المجتمعات.,http://data.europa.eu/esco/isco/C2643,
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,مهندس الميكاترونيكس / مهندسة الميكاترونيكس,released,,يقوم مهندسو الميكاترونيكس بتصميم أنظمة ذكية وتطويرها، مثل الأجهزة الروبوتية والأجهزة المنزلية الذكية والطائرات، وذلك من خلال الجمع بين التقنيات من الهندسة الميكانيكية والإلكترونية وهندسة الكمبيوتر وهندسة التحكم. وهم يقومون بإنشاء مخططات أو وثائق تصميم للأجزاء أو المجموعات أو المنتجات النهائية باستخدام البرامج، كما يقومون بالإشراف على المشروعات وإدارتها.,http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,مهندس ميكانيكي / مهندسة ميكانيكية
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,مهندس بصري / مهندسة بصرية,released,,يقوم المهندسون البصريون بتصميم وتطوير تطبيقات صناعية مختلفة باستخدام البصريات. فلديهم معرفة بالضوء ومبادئ نقل الضوء والبصريات من أجل تصميم مواصفات هندسية للمعدات مثل المجاهر والعدسات والتلسكوبات والأجهزة البصرية الأخرى.,http://data.europa.eu/esco/isco/C2149,
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,عالم إحصاء / عالمة إحصاء,released,,يقوم علماء الإحصاء بجمع المعلومات الكمية وتصنيفها، والأهم من ذلك، تحليل المعلومات الكمية القادمة من مجموعة متنوعة من المجالات. فهم يقومون بتفسير وتحليل الدراسات الإحصائية في مجالات مثل الصحة، والديموغرافيات، والتمويل، والأعمال، وما إلى ذلك، وتقديم المشورة استنادًا إلى الأنماط والتحليل الذي تم إجراؤه.,http://data.europa.eu/esco/isco/C2120,
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,عالم بالأنثروبولوجيا / عالمة بالأنثروبولوجيا,released,,يبحث علماء الأنثروبولوجيا في جميع جوانب الحياة المتعلقة بالبشر. حيث إنهم يدرسون الحضارات المختلفة التي كانت موجودة طوال الوقت وطرق تنظيمها. ويحاولون تحليل الجوانب الفيزيائية والمجتمعية واللغوية والسياسية والاقتصادية والفلسفية والثقافية لشعوب مختلفة. ويكون الهدف من دراساتهم هو فهم ووصف ماضي البشرية وحل المشاكل المجتمعية الموضوعية. فهم يستكشفون وجهات نظر مختلفة مثل علم الأنثروبولوجيا الفلسفية.,http://data.europa.eu/esco/isco/C2632,
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,محاضر فلسفة / محاضرة فلسفة,released,,محاضرو الفلسفة هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الفلسفة، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال الفلسفة، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,مهندس بصرية ميكانيكية / مهندسة بصرية ميكانيكية,released,,يقوم مهندسو البصرية الميكانيكية بتصميم وتطوير الأنظمة والأجهزة والمكونات البصرية الميكانيكية، مثل المرايا البصرية والحوامل البصرية. تجمع هندسة البصرية الميكانيكية الهندسة البصرية مع الهندسة الميكانيكية في تصميم هذه الأنظمة والأجهزة. ويقومون بإجراء الأبحاث وإجراء التحليل واختبار الأجهزة والإشراف على الأبحاث.,http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,مهندس ميكانيكي / مهندسة ميكانيكية
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,أخصائي الإحصاء الحيوي / أخصائية الإحصاء الحيوي,released,,يقوم أخصائيو الإحصاء الحيوي بالبحث في مجال القياسات الحيوية. فهم ينفّذون مشروعات بحثية إحصائية أو بيولوجية عن طريق قياس بصمات الأصابع، وشبكية العين، والأشكال البشرية للاستخدامات الطبية أو الصناعية.,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,عالم إحصاء / عالمة إحصاء
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,مهندس طاقة / مهندسة طاقة,released,,يقوم مهندسو الطاقة بتصميم طرق جديدة وفعالة ونظيفة لإنتاج الطاقة وتحويلها وتوزيعها لتحسين الاستدامة البيئية وكفاءة الطاقة. فهم يستخلصون الطاقة من خلال الموارد الطبيعية مثل النفط أو الغاز أو المصادر المتجددة والمستدامة، مثل الرياح أو الطاقة الشمسية. ,http://data.europa.eu/esco/isco/C2149,
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,محاضر متخصص في الرعاية الصحية / محاضرة متخصصة في الرعاية الصحي,released,,المحاضرون المتخصصون في الرعاية الصحية هم أساتذة أو معلمون أو محاضرون متخصصون، وغالبًا أطباء يُعلِّمون الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الرعاية الصحية، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التعليم الجامعي لإعداد المحاضرات والاختبارات، وتصحيح الأبحاث والاختبارات، وإجراء الممارسات المختبرية، وإجراء جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال الرعاية الصحية، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,عالم مناعة / عالمة مناعة,released,,يقوم علماء المناعة بالبحث في الجهاز المناعي للكائنات الحية (على سبيل المثال جسم الإنسان) وطريقة استجابته للعدوى الخارجية أو العوامل الغازية الضارة (مثل الفيروسات والبكتريا والطفيليات). وهم يُركزن دراستهم على هذه الأمراض التي تؤثر على مناعة الكائنات الحية من أجل تصنيفها للعلاج.,http://data.europa.eu/esco/isco/C2131,
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,محاضر القانون / محاضرة القانون,released,,محاضرو القانون هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، القانون، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال القانون، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,عالم أوبئة / عالمة أوبئة,released,,يُركّز علماء الأوبئة أبحاثهم حول منشأ انتشار المرض وأسبابه لدى البشر. وهم يُحدِّدون الطريقة التي تنتشر بها الأمراض ويقترحون تدابير وقائية للمخاطر على الكائنات الحية للسياسة الصحية.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,عالم أحياء / عالمة أحياء
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,خبير زلازل / خبيرة زلازل,released,,يدرس خبراء الزلازل حركة الصفائح التكتونية في الأرض مما يتسبب في انتشار الموجات الزلزالية والزلازل. وهم يقومون بدراسة ومراقبة المصادر المختلفة التي تسبب الزلازل مثل النشاط البركاني أو الظواهر الجوية أو سلوك المحيطات. ويقدمون ملاحظاتهم العلمية لمنع المخاطر في الإنشاء والبنية التحتية.,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,أخصائي جيولوجي / أخصائية جيولوجية
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,عالم جغرافي / عالمة جغرافية,released,,العلماء الجغرافيون هم الباحثون الذين يدرسون جوانب الجغرافيا البشرية والفيزيائية. وتبعًا لتخصصهم، فهُم يدرسون الجوانب السياسية والاقتصادية والثقافية للإنسانية المتضمنة في جغرافيا الإنسان. وعلاوة على ذلك، فإنهم يقومون بدراسة تكوينات الأراضي والتربة والجداول الطبيعية وتدفقات المياه الموجودة في الجغرافيا الطبيعية.,http://data.europa.eu/esco/isco/C2632,
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,مهندس أتمتة / مهندسة أتمتة,released,,يتولى مهندسو الأتمتة البحث عن التطبيقات والأنظمة وتطويرها لأتمتة عملية الإنتاج. فهم يُطبّقون التكنولوجيا ويقلّلون، كلما أمكن، المدخلات البشرية للوصول إلى الإمكانات الكاملة للروبوتات الصناعية. يشرف مهندسو أتمتة على العملية ويتأكدون من أن جميع الأنظمة تعمل بأمان وسلاسة.,http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,مهندس إنتاج / مهندسة إنتاج
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,عالم الكونيات / عالمة الكونيات,released,,يركّز علماء الكونيات على دراسة الكون ككل، والذي يتكون من نشأته، وتطوره، ومصيره النهائي. ويستخدمون الأدوات والأجهزة العلمية لمراقبة ودراسة المجرات الأخرى والأجسام الفلكية مثل النجوم والثقوب السوداء والكواكب وغيرها من الأجرام السماوية.,http://data.europa.eu/esco/isco/C2111,
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,محاضر اللغات الحديثة / محاضرة اللغات الحديثة,released,,محاضرو اللغات الحديثة هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، اللغات الحديثة، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي في إعداد المحاضرات والامتحانات، وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال اللغات الحديثة، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,فيلسوف / فيلسوفة,released,,يدرس الفلاسفة المشكلات العامة والهيكلية المتعلقة بالمجتمع والبشر والأفراد ويتحاورون فيها. ويكون لديهم قدرات عقلانية وجدلية جيدة للمشاركة في مناقشة تتعلق بوجود أو منظومات قيم أو معرفة أو حقيقة. ويلجأون إلى المنطق في المناقشة مما يؤدي إلى مستويات من العمق والتجريد.,http://data.europa.eu/esco/isco/C2633,
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,محاضر علم الآثار / محاضرة علم الآثار,released,,محاضرو علم الآثار هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، علم الآثار، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال علم الآثار، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,عالم زراعي / عالمة زراعية,released,,يبحث العلماء الزراعيون ويدرسون التربة والحيوانات والنباتات بهدف تحسين العمليات الزراعية وجودة المنتجات الزراعية أو تأثير العمليات الزراعية على البيئة. وهم يخططون لمشاريع مثل مشاريع التطوير نيابة عن العملاء أو المؤسسات وينفذونها.,http://data.europa.eu/esco/isco/C2132,
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,مساعد محاضر / مساعدة محاضر,released,,يُشارك مساعدو المحاضرين أعباء العمل الأكاديمي لطلاب الجامعات أو الجامعات، وعلى وجه التحديد تقديم المحاضرات للطلاب. وهم يقومون بإعداد الدروس وتعليمها، والاجتماع مع الطلاب بشكل خاص فيما يتعلق بالتقييم. كما أنهم يجمعون بين إلقاء المحاضرات وواجبات أكاديمية أخرى مع إجراء الأبحاث الخاصة بهم في مجال دراستهم. يشغل مساعدو المحاضرين منصبًا مستقلاً بدوام كامل، على الرغم ممّا يوحي به عنصر التبعية في المسمى الوظيفي.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,محاضر علوم الحاسوب / محاضرة علوم الحاسوب,released,,محاضرو علوم الحاسوب هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، وهو علوم الحاسوب، والذي يكون في الغالب أكاديميًا في طبيعته. ويعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو علوم الحاسوب ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,محاضر علم اللغة / محاضرة علم اللغة,released,,محاضرو علم اللغة هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، علم اللغة، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال علم اللغة، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,محاضر السياسة / محاضرة السياسة,released,,محاضرو السياسة هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، السياسة، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال الدراسات السياسية، ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,أخصائي جيولوجي / أخصائية جيولوجية,released,,يبحث الأخصائيون الجيولوجيون في المواد التي تشكل الأرض. وتعتمد ملاحظاتهم على الغرض من البحث. استنادًا إلى تخصصهم، يدرس الأخصائيون الجيولوجيون كيفية تشكيل الأرض بمرور الوقت، والطبقات الجيولوجية، وجودة المعادن لأغراض التعدين، والزلازل، والنشاط البركاني للخدمات الخاصة، وظواهر مماثلة.,http://data.europa.eu/esco/isco/C2114,
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,مهندس اختبارات / مهندسة اختبارات,released,,يقوم مهندسو الاختبارات بالتخطيط اختبارات جودة مفصلة وتنفيذها خلال مراحل مختلفة من عملية التصميم للتأكد من أن الأنظمة مثبتة بشكل صحيح وتعمل بشكل صحيح. ويُحلّلون البيانات التي تم جمعها خلال الاختبارات وإعداد التقارير. كما أنهم مسؤولون عن سلامة عمليات الاختبار.,http://data.europa.eu/esco/isco/C2149,
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,محاضر الدراسات الدينية / محاضرة الدراسات الدينية,released,,محاضرون الدراسات الدينية هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، اللاهوت، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال اللاهوت، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,مهندس مدني / مهندسة مدنية,released,,يقوم المهندسون المدنيون بتصميم وتخطيط وتطوير المواصفات الفنية والهندسية لمشروعات البنية التحتية ومشروعات الإنشاء. وهم يُطبّقون المعارف الهندسية في مجموعة واسعة من المشاريع، بدءًا من إنشاء البنية التحتية للتنقل ومشروعات الإسكان والمباني الفاخرة، إلى إنشاء المواقع الطبيعية. ويقومون بتصميم الخطط التي تسعى إلى تحسين المواد وتكامل المواصفات وتخصيص الموارد في إطار القيود الزمنية.,http://data.europa.eu/esco/isco/C2142,
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,محاضر الرياضيات / محاضرة الرياضيات,released,,يتولى محاضرو التعليم العالي تعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص وهو الرياضيات، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال الرياضيات، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,المخطط حضري / مخططة حضرية,released,مخطط المدينة الذكية,يضع المخططون الحضريون خطط تطوير للقرى والمناطق الحضرية والمدن والمناطق. وهم يقومون بإجراء أبحاث عن احتياجات المجتمع أو المنطقة (الاقتصادية والاجتماعية والنقل) ويُقيّمون المعلمات الأخرى مثل الاستدامة من أجل تقديم برامج قوية تهدف إلى تحسين الموقع.,http://data.europa.eu/esco/isco/C2164,
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,عالم الحاسوب / عالمة الحاسوب,released,,يقوم علماء الحاسوب بإجراء الأبحاث في مجال علوم الكمبيوتر والمعلومات، حيث يتم توجيههم نحو معرفة أكبر للجوانب الأساسية لظاهرة تكنولوجيا المعلومات والاتصالات وفهمها. ويكتبون التقارير والمقترحات البحثية. كما يقوم علماء الحاسوب بتجديد وتصميم أساليب جديدة لتقنية الحوسبة، والبحث عن استخدامات مبتكرة للتكنولوجيا الحالية والدراسات وحل المشكلات المعقدة في الحوسبة.,http://data.europa.eu/esco/isco/C2511,
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,عالم الحفظ / عالمة الحفظ,released,,يتولى علماء الحفظ إدارة جودة الغابات والمتنزهات والموارد الطبيعية الأخرى. فهم يحمون موائل الحياة البرية، والتنوع البيولوجي، والقيمة الخلابة، وغيرها من السمات الفريدة للمحميات والأراضي المحمية. ويقوم علماء حفظ البيئة بعمل ميداني.,http://data.europa.eu/esco/isco/C2133,
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,محاضر الكيمياء / محاضرة الكيمياء,released,,محاضرو الكيمياء هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الكيمياء، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وإجراء الممارسات المختبرية وتصحيح الأبحاث وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو الكيمياء ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,محاضر هندسي / محاضرة هندسية,released,,المحاضرون الهندسيون هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الهندسة، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وإجراء الممارسات المختبرية وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو الهندسة ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,عالم أحياء / عالمة أحياء,released,,يدرس علماء الأحياء الكائنات الحية والحياة في نطاق أوسع مع بيئتها. ويسعون من خلال إجراء الأبحاث إلى شرح الآليات الوظيفية والتفاعلات وتطور الكائنات الحية.,http://data.europa.eu/esco/isco/C2131,
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,باحث أدبي / باحثة أدبية,released,,يقوم الباحثون الأدبيون بإجراء أبحاث عن الأعمال الأدبية وتاريخ الأدب والأنواع والنقد الأدبي من أجل تقييم الأعمال والجوانب المحيطة في سياق مناسب وتقديم نتائج بحثية حول موضوعات محددة في مجال الأدب.,http://data.europa.eu/esco/isco/C2641,
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,مهندس الكيمياء الحيوية / مهندسة الكيمياء الحيوية,released,,يُجري مهندسو الكيمياء الحيوية أبحاثًا في مجال علوم الحياة بحثًا عن اكتشافات جديدة. ويحوّلون هذه النتائج إلى حلول كيميائية يمكنها تحسين رفاهية المجتمع مثل اللقاحات، وإصلاح الأنسجة، وتحسين المحاصيل، والتطورات في مجال التكنولوجيا الخضراء مثل الوقود النظيف من الموارد الطبيعية.,http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,مهندس كيميائي / مهندسة كيميائية
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,عالم القياس / عالمة القياس,released,,يدرس علماء القياس علم القياس ويمارسونه. وهم يقومون بتطوير أنظمة الكميات ووحدات القياس وطرق القياس المستخدمة في العلوم. ويضع علماء المقاييس أساليب وأدوات جديدة لتحديد المعلومات وفهمها بشكل أفضل.,http://data.europa.eu/esco/isco/C2112,
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,محاضر اللغات الكلاسيكية / محاضرة اللغات الكلاسيكية,released,,محاضرو اللغات الكلاسيكية هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، اللغات الكلاسيكية، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي في إعداد المحاضرات والامتحانات، وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال اللغات الكلاسيكية، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,عالم في إحصاء السكان / عالمة في إحصاء السكان,released,,يدرس العلماء في إحصاء السكان مجموعة متنوعة من المعلمات المتعلقة بالسكان. ويضعون، استنادًا إلى ملاحظاتهم، تحليلات إحصائية بشأن تطورات وتغيرات الولادات وكبار السن والزواج والطلاق والتوظيف والوفيات والهجرة والمسائل ذات الصلة.,http://data.europa.eu/esco/isco/C2120,
